interaction_id,user_id,course_id,timestamp,rating,clicked,video_views,completion_rate,quiz_score,engagement_time,access_frequency,session_duration,device_type,interaction_type,source_dataset,is_derived,reward
i_901,u_4f8a8005417f03bbdaf3,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,2017-07-04 09:34:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_899,u_4f8a8005417f03bbdaf3,C_course-v1:BerkeleyX+CS169_1X+sp,2018-10-27 22:36:44+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_902,u_4f8a8005417f03bbdaf3,C_course-v1:TsinghuaX+30240184+sp,2019-01-01 20:18:31+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_728,u_4ebd8aec7c353916ea91,C_course-v1:UST+UST001+sp,2016-07-20 00:26:21+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_727,u_4ebd8aec7c353916ea91,C_course-v1:TsinghuaX+20250103X+sp,2016-08-18 22:14:47+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_729,u_4ebd8aec7c353916ea91,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-21 23:08:27+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_822,u_33fc58895a2a65122b02,C_course-v1:MITx+6_00_1x+sp,2016-07-25 21:37:19+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_821,u_33fc58895a2a65122b02,C_course-v1:TsinghuaX+30240243X+sp,2019-03-05 00:13:52+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_823,u_33fc58895a2a65122b02,C_course-v1:TsinghuaX+30640014X+2019_T1,2019-03-06 01:21:56+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_458,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2016-09-06 14:58:05+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_452,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+00740113_1X+sp,2016-09-06 15:01:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_455,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+00740113_2X+sp,2016-09-06 15:08:31+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_453,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+30240184_2X+sp,2016-09-12 10:58:53+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_450,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+30240184+sp,2016-09-12 11:10:40+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_454,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2016-09-29 11:49:03+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_451,u_ba5241b1f961d2a0dabf,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-05-09 12:22:43+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_457,u_ba5241b1f961d2a0dabf,C_course-v1:Tsinghua+Thesis2017X+2017_T1,2017-07-31 13:35:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_456,u_ba5241b1f961d2a0dabf,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-10-30 12:47:18+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_680,u_11170fc27721566385a5,C_course-v1:TsinghuaX+30240184+sp,2016-09-18 20:25:36+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_682,u_11170fc27721566385a5,C_course-v1:TsinghuaX+30240243X+sp,2016-10-18 09:01:19+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_681,u_11170fc27721566385a5,C_course-v1:TsinghuaX+34100325_X+sp,2016-10-23 20:07:49+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_462,u_ff5e667de64e5e79a4ab,C_course-v1:TsinghuaX+20120143X+sp,2016-09-19 06:38:34+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_463,u_ff5e667de64e5e79a4ab,C_course-v1:TsinghuaX+70120073X+sp,2017-04-09 18:11:15+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_533,u_8cbbd910f6e2fe4f0e52,C_course-v1:TsinghuaX+30240243X+sp,2016-09-22 23:23:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_532,u_8cbbd910f6e2fe4f0e52,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2018-03-03 00:12:08+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_113,u_ff9336538d01364074ab,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2016-09-27 23:19:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_112,u_ff9336538d01364074ab,C_course-v1:TsinghuaX+34100325_X+sp,2016-09-27 23:27:07+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_697,u_d94eef4a696a374f18ba,C_course-v1:Tsinghuax+30130123X+sp,2016-09-30 16:53:20+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_699,u_d94eef4a696a374f18ba,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2016-09-30 16:55:03+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_698,u_d94eef4a696a374f18ba,C_course-v1:TsinghuaX+30240184+sp,2017-05-07 13:31:13+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_195,u_ebb1ecd8c422c2d1ebc0,C_course-v1:TsinghuaX+00740123_X+sp,2016-10-12 09:55:33+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_196,u_ebb1ecd8c422c2d1ebc0,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2016-10-14 10:45:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_47,u_0cdc94581e9522bed8be,C_course-v1:TsinghuaX+30240184+sp,2016-10-14 21:58:16+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_48,u_0cdc94581e9522bed8be,C_course-v1:MicrosoftX+Microsoft101+sp,2016-10-15 00:54:24+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_57,u_804db647b392a86b3980,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2016-10-18 14:16:24+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_55,u_804db647b392a86b3980,C_course-v1:MITx+6_00_1x+sp,2017-02-27 22:07:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_53,u_804db647b392a86b3980,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-27 22:15:55+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_56,u_804db647b392a86b3980,C_course-v1:BIT+PHY1701702+sp,2017-06-07 10:37:11+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_896,u_d55438e79a0a6108ab6f,C_course-v1:TsinghuaX+20120143X+sp,2016-10-22 13:20:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_895,u_d55438e79a0a6108ab6f,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-05 12:55:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_964,u_0b6e7445169cbd03552d,C_course-v1:TsinghuaX+30240184_2X+sp,2016-10-23 10:54:28+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_967,u_0b6e7445169cbd03552d,C_course-v1:TsinghuaX+30240184+sp,2016-10-23 10:55:13+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_966,u_0b6e7445169cbd03552d,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2016-10-30 18:08:14+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_968,u_0b6e7445169cbd03552d,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2016-12-30 10:56:03+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_45,u_beca2d17c714f17e89ed,C_course-v1:TsinghuaX+40050455_2X+sp,2016-10-27 21:44:38+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_46,u_beca2d17c714f17e89ed,C_course-v1:TsinghuaX+40050455X+sp,2017-03-30 14:17:46+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_934,u_e3022c3674a8e2acdf74,C_course-v1:TsinghuaX+30240243X+sp,2016-10-28 16:34:02+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_933,u_e3022c3674a8e2acdf74,C_course-v1:TsinghuaX+00740123_X+sp,2016-11-09 19:06:59+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_696,u_00d9e4eb5147f6c895c5,C_course-v1:AdelaideX+Wine101x+sp,2016-10-30 02:29:00+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_694,u_00d9e4eb5147f6c895c5,C_course-v1:TsinghuaX+20220332X+sp,2017-07-12 01:47:00+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_695,u_00d9e4eb5147f6c895c5,C_course-v1:TsinghuaX+30700313X+sp,2017-07-12 01:52:11+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_485,u_a3bacdcd3868843c868a,C_course-v1:TsinghuaX+30240243X+sp,2016-11-13 18:51:51+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_486,u_a3bacdcd3868843c868a,C_course-v1:TsinghuaX+60240013X+sp,2017-01-07 21:58:25+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_235,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+00040132X+sp,2016-11-19 21:33:07+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_256,u_2148d5e163fcdf570b92,C_course-v1:AdelaideX+Wine101x+sp,2016-11-19 21:33:36+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_255,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+70167012X+sp,2016-11-19 21:34:23+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_254,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+00690212X+sp,2016-11-19 21:34:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_238,u_2148d5e163fcdf570b92,C_course-v1:UQx+Think101x+sp,2016-11-19 21:34:41+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_253,u_2148d5e163fcdf570b92,C_course-v1:RiceX+AdvENVSCI_2x+sp,2016-12-04 17:53:37+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_249,u_2148d5e163fcdf570b92,C_course-v1:RiceX+AdvENVSCI_1x+sp,2016-12-04 17:53:42+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_241,u_2148d5e163fcdf570b92,C_course-v1:UQx+TROPIC101x+sp,2016-12-04 17:54:16+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_252,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+00310222X+sp,2016-12-21 21:33:26+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_248,u_2148d5e163fcdf570b92,C_course-v1:BIT+PHY1701701+sp,2016-12-21 21:33:43+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_240,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2016-12-21 21:35:45+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_245,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+20350033X+sp,2016-12-21 21:37:35+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_242,u_2148d5e163fcdf570b92,C_course-v1:UQx+Crime101x+sp,2016-12-21 21:37:51+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_239,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+60240013X+sp,2016-12-21 21:39:15+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_244,u_2148d5e163fcdf570b92,C_course-v1:BIT+PHY1701601+sp,2016-12-21 21:41:38+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_251,u_2148d5e163fcdf570b92,C_course-v1:TsinghuaX+40050455X+sp,2016-12-21 21:46:08+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_511,u_5b9f7233595678f6c38c,C_course-v1:TsinghuaX+60240013X+sp,2016-11-20 14:34:27+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_512,u_5b9f7233595678f6c38c,C_course-v1:TsinghuaX+00740123_X+sp,2016-12-29 21:59:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_510,u_5b9f7233595678f6c38c,C_course-v1:MITx+6_00_1x+sp,2017-12-16 23:17:02+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_508,u_3bed69bcfe0591e94775,C_course-v1:TsinghuaX+20430064_2X+sp,2016-12-04 16:54:39+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_507,u_3bed69bcfe0591e94775,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2018-01-05 13:14:21+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_576,u_2932ac132608c00e70fd,C_course-v1:TsinghuaX+20430064X+sp,2016-12-16 20:22:18+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_577,u_2932ac132608c00e70fd,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-03 01:23:35+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_772,u_99532f17188115e3645c,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2016-12-18 20:40:37+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_770,u_99532f17188115e3645c,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-03-04 13:15:36+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_773,u_99532f17188115e3645c,C_course-v1:MIL+MIL2016001+sp,2017-12-09 12:15:59+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_843,u_7c612cdd94f44ac021a8,C_course-v1:TsinghuaX+30240243X+sp,2016-12-31 11:08:45+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_845,u_7c612cdd94f44ac021a8,C_course-v1:TsinghuaX+34100325_X+sp,2017-02-02 17:49:20+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_844,u_7c612cdd94f44ac021a8,C_course-v1:Tsinghua+20150001+sp,2017-07-04 20:17:55+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_897,u_42c43530ba39a03090f4,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-01-18 08:00:22+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_898,u_42c43530ba39a03090f4,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-02-13 16:34:48+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_96,u_a8957905756c0f9d85be,C_course-v1:TsinghuaX+00690242+sp,2017-02-04 12:23:16+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_95,u_a8957905756c0f9d85be,C_course-v1:TsinghuaX+00690212X+sp,2017-02-04 13:38:18+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_731,u_3cbab9936fe3ebebd4e9,C_course-v1:TsinghuaX+40050455_2X+sp,2017-02-04 16:37:40+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_730,u_3cbab9936fe3ebebd4e9,C_course-v1:TsinghuaX+30040323X+sp,2017-02-04 16:49:31+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_133,u_e28de5a55b090b1cf606,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-13 01:01:19+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_131,u_e28de5a55b090b1cf606,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-13 02:09:58+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_129,u_e28de5a55b090b1cf606,C_course-v1:TsinghuaX+30240243X+sp,2017-02-26 20:39:24+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_130,u_e28de5a55b090b1cf606,C_course-v1:TsinghuaX+60610231+2016_T2_SP,2017-03-01 12:20:24+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_132,u_e28de5a55b090b1cf606,C_course-v1:TsinghuaX+30240184+sp,2017-08-02 10:53:14+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_306,u_a535310a4063a093ea09,C_course-v1:TsinghuaX+80000822X+sp,2017-03-05 20:22:23+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_307,u_a535310a4063a093ea09,C_course-v1:MITx+6_00_1x+sp,2017-04-17 21:32:47+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_38,u_91ad83dad8c294854bb5,C_course-v1:MicrosoftX+Microsoft101+sp,2017-03-07 14:51:01+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_40,u_91ad83dad8c294854bb5,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-09 10:56:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_39,u_91ad83dad8c294854bb5,C_course-v1:TsinghuaX+40050444X+sp,2019-01-14 15:36:17+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_528,u_04450dc983a84b448459,C_course-v1:TsinghuaX+00680082X+sp,2017-03-12 20:08:30+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_530,u_04450dc983a84b448459,C_course-v1:TsinghuaX+60240013X+sp,2017-03-13 23:12:19+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
i_527,u_04450dc983a84b448459,C_course-v1:MITx+15_390_2x+sp,2017-03-19 23:19:39+00:00,,1,0,0.5,0.5,0.5,1,0,unknown,enrollment,MOOCCube,True,0.5
